math,english,kiswahili,biology,chemistry,physics,geography,history,business,computer,cre,agriculture,analytical_skill,numerical_skill,communication_skill,creativity_skill,technical_skill,leadership_skill,social_skill,physical_skill,artistic_skill,entrepreneurial_skill,recommended_career,career_cluster
1,12,9,5,1,6,12,9,8,10,1,2,7,3,9,6,4,9,2,10,1,2,Public Administrator,Law & Governance
10,4,1,12,9,12,7,11,1,12,10,9,10,1,10,10,7,5,8,2,6,8,Police Officer,Security & Defense
4,7,8,12,9,9,1,10,9,2,12,1,8,4,3,2,7,6,9,6,1,1,Pharmacist,Health Sciences
2,1,6,2,10,11,12,4,2,9,12,4,7,1,10,5,1,2,7,2,7,5,Military Officer,Security & Defense
11,11,7,11,11,7,8,8,1,4,12,4,8,1,5,5,6,8,9,2,4,8,Lab Technologist,Health Sciences
10,10,2,5,7,1,3,1,9,10,5,5,4,4,4,1,8,8,6,6,8,2,Electrician,Skilled Trades & Technical
2,9,2,2,8,9,7,12,8,3,11,1,4,9,9,1,7,9,5,3,5,4,Lawyer,Law & Governance
5,5,6,11,9,10,8,12,9,4,7,12,8,6,10,2,3,10,9,8,9,5,Nurse,Health Sciences
4,11,12,12,11,10,4,3,3,4,6,6,7,9,6,2,6,5,10,1,1,10,Welder,Skilled Trades & Technical
7,10,4,9,6,6,6,12,2,9,3,4,8,8,6,9,2,5,4,9,9,2,Journalist,Creative Arts & Media
12,9,4,11,11,7,11,10,10,4,1,8,8,3,1,3,4,3,9,9,3,8,Doctor,Health Sciences
10,12,11,1,9,4,4,3,1,6,12,7,10,5,1,8,1,3,6,7,4,6,Chef,Hospitality & Tourism
1,10,12,6,9,3,9,7,12,3,4,2,1,4,6,9,10,7,2,2,5,2,Electrician,Skilled Trades & Technical
9,5,5,3,4,11,6,9,8,11,12,1,9,9,6,1,9,1,7,9,6,1,Mechanical Engineer,Engineering & Technology
10,8,5,5,11,8,11,8,3,5,1,6,5,1,10,8,5,5,10,3,2,8,Electrician,Skilled Trades & Technical
9,10,7,4,3,10,11,12,3,4,12,7,4,9,2,9,5,4,1,2,9,4,Film Producer,Creative Arts & Media
7,2,1,4,2,7,10,11,9,4,4,2,2,5,5,2,9,8,7,8,7,7,Police Officer,Security & Defense
9,8,6,4,1,7,10,12,10,10,3,10,6,9,4,2,8,2,2,10,7,9,Accountant,Business & Finance
9,3,7,1,2,9,12,6,4,10,3,8,9,9,7,9,9,10,3,3,4,3,Software Developer,ICT & Computing
7,10,1,8,11,6,11,12,6,5,4,4,2,3,9,1,3,9,1,1,6,2,Public Administrator,Law & Governance
12,3,11,4,12,12,5,7,3,6,1,6,1,2,10,1,5,6,10,1,9,6,Police Officer,Security & Defense
10,3,6,2,7,7,9,2,12,8,5,8,8,9,6,8,7,2,6,5,6,9,Accountant,Business & Finance
9,5,11,8,8,11,9,5,12,8,4,4,10,9,3,1,6,8,6,5,4,9,Financial Analyst,Business & Finance
1,6,8,2,10,10,1,5,1,12,6,8,10,10,3,3,9,8,5,9,6,8,Welder,Skilled Trades & Technical
5,9,3,10,6,12,5,5,3,2,1,11,6,2,6,9,2,2,4,6,9,9,Graphic Designer,Creative Arts & Media
11,2,1,7,6,4,10,2,3,4,5,8,8,5,10,2,8,3,1,5,1,10,Welder,Skilled Trades & Technical
4,9,10,1,6,8,11,12,10,2,12,5,4,5,9,5,10,9,10,9,6,9,Judge,Law & Governance
7,11,12,7,7,3,12,12,12,10,4,7,4,5,9,3,6,9,1,9,9,5,Judge,Law & Governance
2,6,7,12,2,11,11,2,4,9,3,9,8,8,3,6,3,10,8,6,4,3,Agronomist,Agriculture & Environment
6,12,5,6,10,6,11,4,6,1,6,6,8,6,9,1,4,8,7,2,9,7,Police Officer,Security & Defense
3,8,9,6,4,6,5,2,3,3,4,6,5,8,6,9,10,5,6,8,9,10,Journalist,Creative Arts & Media
8,1,3,3,1,8,5,3,1,4,10,8,9,6,8,7,6,6,1,3,5,4,Logistics Officer,Transport & Aviation
12,10,12,5,1,11,4,9,9,8,5,10,10,1,5,9,10,3,3,4,9,2,Journalist,Creative Arts & Media
8,12,6,9,9,9,3,12,4,3,7,10,3,1,9,8,2,7,7,10,2,7,Education Officer,Education
10,10,7,10,4,12,3,2,8,9,11,11,9,9,8,2,9,3,2,3,9,2,AI Engineer,ICT & Computing
11,3,2,8,7,2,1,12,8,10,5,1,3,1,5,6,5,6,8,3,8,3,Pilot,Transport & Aviation
2,10,8,2,3,7,7,9,7,3,9,3,2,9,9,2,10,9,9,7,3,2,Judge,Law & Governance
12,12,2,2,8,12,10,9,7,11,8,3,9,9,2,4,9,9,1,7,6,1,AI Engineer,ICT & Computing
10,6,3,1,9,9,5,5,7,11,9,11,9,9,5,8,9,5,6,8,9,3,Electrical Engineer,Engineering & Technology
9,8,5,7,12,11,7,7,12,1,5,12,10,9,4,8,4,3,1,5,9,9,Financial Analyst,Business & Finance
12,9,9,5,7,11,7,12,6,11,6,1,9,9,7,8,9,2,6,3,8,1,AI Engineer,ICT & Computing
9,10,2,10,10,9,2,12,10,10,9,2,9,9,6,6,9,8,10,2,6,10,Data Scientist,ICT & Computing
11,2,10,5,5,11,2,11,12,9,12,1,9,9,6,8,9,6,10,6,6,5,Civil Engineer,Engineering & Technology
9,8,4,2,11,11,8,7,2,9,10,2,9,9,8,6,9,6,2,10,8,7,Civil Engineer,Engineering & Technology
5,8,2,5,2,10,5,11,6,10,10,4,4,2,10,6,7,10,2,6,9,2,Logistics Officer,Transport & Aviation
5,11,4,4,12,10,4,5,3,11,11,1,1,9,4,1,1,8,2,4,7,4,Marine Engineer,Transport & Aviation
5,8,12,2,11,2,9,2,6,6,11,4,4,3,4,9,7,8,4,7,9,4,Animator,Creative Arts & Media
4,11,6,6,7,2,3,10,8,9,5,1,2,4,10,8,1,9,9,3,6,7,Logistics Officer,Transport & Aviation
9,3,5,5,9,3,7,5,9,10,12,12,10,7,1,8,5,7,3,10,5,1,Military Officer,Security & Defense
3,9,12,1,4,6,3,3,11,3,6,11,3,1,6,4,4,5,1,10,10,3,Military Officer,Security & Defense
11,11,7,4,6,11,7,8,2,11,7,12,6,10,8,10,7,1,6,3,3,1,Chef,Hospitality & Tourism
9,10,2,1,10,9,10,11,6,12,10,11,9,9,1,5,9,5,9,5,9,3,Mechanical Engineer,Engineering & Technology
11,2,5,6,3,4,4,3,3,6,7,1,8,4,3,2,6,7,6,1,3,1,Automotive Technician,Skilled Trades & Technical
8,11,7,8,8,4,9,11,8,5,2,12,8,3,9,5,9,9,10,7,6,8,Lawyer,Law & Governance
12,9,9,1,3,2,1,10,1,6,6,10,2,1,9,3,10,9,5,10,3,3,Lawyer,Law & Governance
12,1,7,1,12,11,4,8,10,7,11,10,1,9,4,7,9,1,8,1,10,9,Actuary,Business & Finance
7,6,10,5,3,7,9,7,3,10,4,1,8,3,7,7,4,9,10,3,9,5,Welder,Skilled Trades & Technical
11,1,7,1,10,11,1,4,2,10,9,5,9,9,3,8,9,5,6,9,8,2,Cybersecurity Analyst,ICT & Computing
10,1,2,11,8,10,3,2,3,9,1,11,9,9,8,7,9,7,1,8,3,4,AI Engineer,ICT & Computing
11,10,10,11,10,11,3,6,6,10,12,4,9,9,2,3,9,6,6,10,5,2,AI Engineer,ICT & Computing
8,4,11,9,10,10,5,6,12,6,7,5,8,4,7,6,6,1,9,4,2,5,Nurse,Health Sciences
6,10,2,3,1,2,7,8,9,4,2,1,2,7,9,5,4,3,7,9,4,7,Lecturer,Education
11,1,9,10,11,3,9,4,3,6,9,1,8,2,1,6,8,7,9,1,10,5,Clinical Officer,Health Sciences
9,6,6,5,11,7,11,12,10,6,5,8,7,2,1,7,5,9,10,10,8,7,Hotel Manager,Hospitality & Tourism
7,10,1,4,9,12,3,4,1,3,3,6,9,5,1,9,4,2,10,2,9,10,Film Producer,Creative Arts & Media
6,3,6,3,5,11,10,1,8,1,8,7,7,3,1,6,5,2,4,3,8,3,Military Officer,Security & Defense
3,11,8,8,3,12,12,9,12,3,11,1,6,1,9,7,10,9,7,1,9,3,Lawyer,Law & Governance
7,4,7,11,7,9,8,5,3,1,5,3,6,4,1,1,1,10,6,8,9,2,Police Officer,Security & Defense
11,5,10,7,5,12,12,1,5,9,12,7,9,9,6,9,9,1,4,2,7,9,Software Developer,ICT & Computing
4,12,2,12,11,5,4,11,1,4,1,2,8,6,8,4,1,5,9,7,7,5,Pharmacist,Health Sciences
11,6,11,12,2,10,6,4,12,10,5,3,9,9,4,2,9,6,7,10,7,2,Software Developer,ICT & Computing
11,5,4,5,4,11,10,12,12,11,7,12,9,9,8,3,9,5,5,3,5,5,AI Engineer,ICT & Computing
9,7,12,1,4,9,4,1,5,12,7,10,9,9,6,9,9,2,3,8,1,4,Mechanical Engineer,Engineering & Technology
12,9,2,8,7,8,8,7,10,1,1,1,2,10,9,3,7,1,1,7,3,3,Education Officer,Education
9,11,8,6,5,12,6,7,9,6,8,1,6,9,6,5,5,10,3,1,4,9,Accountant,Business & Finance
4,10,8,12,9,9,2,10,10,10,6,7,10,6,9,4,8,9,10,10,7,2,Public Administrator,Law & Governance
10,2,5,7,9,4,7,7,11,2,6,6,3,4,2,5,9,7,5,9,6,1,Welder,Skilled Trades & Technical
8,6,4,4,6,3,12,4,10,7,9,12,5,4,7,9,5,4,7,7,9,5,Graphic Designer,Creative Arts & Media
7,10,11,5,9,11,3,2,4,5,9,2,5,6,3,9,7,7,8,8,9,4,Journalist,Creative Arts & Media
10,9,9,9,11,9,12,7,9,8,5,2,10,6,9,5,5,1,2,9,4,3,Lecturer,Education
6,9,9,10,12,10,3,2,12,10,10,3,8,7,2,7,6,2,9,4,5,9,Nurse,Health Sciences
6,1,5,8,9,7,6,7,10,9,10,1,6,2,5,9,6,4,3,6,9,2,Film Producer,Creative Arts & Media
6,1,2,11,9,9,5,8,7,7,7,8,8,3,9,3,2,6,9,9,9,10,Lab Technologist,Health Sciences
11,7,6,4,3,10,12,5,2,7,5,3,6,8,6,9,1,2,8,1,9,1,Graphic Designer,Creative Arts & Media
12,3,5,7,3,10,12,3,12,1,12,4,8,9,2,3,8,3,1,4,6,9,Economist,Business & Finance
2,11,7,6,10,12,7,1,2,11,4,4,9,9,9,7,2,3,9,3,6,10,Lecturer,Education
10,4,11,5,10,11,6,7,5,9,4,8,9,9,3,6,9,8,5,10,5,1,Software Developer,ICT & Computing
10,1,6,3,5,6,2,4,7,7,2,11,10,7,5,2,6,8,8,3,3,9,Electrician,Skilled Trades & Technical
5,5,9,6,8,8,4,4,4,2,7,8,2,8,5,5,7,3,5,1,2,5,Hotel Manager,Hospitality & Tourism
12,7,2,12,8,4,12,2,1,5,4,9,7,7,10,7,8,2,1,5,3,7,Environmental Scientist,Agriculture & Environment
7,9,11,10,6,2,9,12,1,2,2,4,10,10,9,8,9,9,7,1,2,1,Judge,Law & Governance
10,6,8,8,12,12,6,1,3,12,1,6,9,9,1,4,9,3,1,9,10,1,Mechanical Engineer,Engineering & Technology
9,10,12,10,7,7,8,10,9,8,12,10,3,2,9,8,6,9,10,10,9,8,Teacher,Education
9,6,11,11,4,9,2,3,5,10,5,12,9,9,1,9,9,4,5,5,7,10,Civil Engineer,Engineering & Technology
6,9,2,7,2,5,3,8,10,5,5,6,2,2,9,5,2,5,9,7,1,6,Education Officer,Education
4,11,11,6,11,12,9,12,8,5,10,2,7,6,9,10,9,2,2,5,2,1,Education Officer,Education
5,10,3,5,2,9,4,2,4,8,1,8,10,7,9,7,6,6,2,10,6,4,Education Officer,Education
11,3,6,8,1,10,8,1,11,5,7,1,10,9,8,1,4,1,7,2,4,9,Actuary,Business & Finance
4,12,6,10,10,11,4,11,12,8,5,4,8,6,1,8,9,9,9,2,9,9,Doctor,Health Sciences
10,3,2,1,3,10,9,4,2,12,9,9,9,9,5,2,9,1,5,10,10,10,Software Developer,ICT & Computing
12,11,10,1,2,9,8,3,4,8,7,8,1,1,9,8,9,2,3,9,6,9,Welder,Skilled Trades & Technical
9,10,2,12,12,7,12,12,5,1,5,6,8,4,7,8,2,9,9,8,5,3,Nurse,Health Sciences
7,10,10,8,12,7,10,10,10,11,11,8,1,4,2,2,9,3,10,5,4,7,Military Officer,Security & Defense
12,9,2,7,12,10,7,11,1,9,10,8,1,5,8,7,1,3,9,1,8,3,Marine Engineer,Transport & Aviation
8,12,4,4,8,8,8,11,10,11,2,2,3,4,6,2,4,1,10,8,9,7,Marine Engineer,Transport & Aviation
11,7,3,12,2,7,2,11,11,11,2,6,8,9,8,5,2,2,7,1,5,9,Accountant,Business & Finance
6,10,8,6,2,8,7,6,8,12,9,2,9,8,1,9,2,1,4,4,9,4,Film Producer,Creative Arts & Media
9,11,10,8,9,5,12,9,9,12,11,6,2,4,9,4,5,9,9,6,5,6,Lecturer,Education
11,12,10,6,1,1,10,11,1,10,12,2,4,8,9,9,10,8,5,9,10,5,Lecturer,Education
10,3,2,9,12,7,9,7,6,1,8,11,10,3,6,3,3,4,5,4,10,2,Agronomist,Agriculture & Environment
8,12,6,4,3,9,5,3,6,2,3,11,8,7,9,2,1,2,3,6,2,10,Teacher,Education
2,4,3,6,1,2,5,12,12,3,5,1,9,4,2,5,10,6,1,9,6,5,Pilot,Transport & Aviation
9,9,8,2,6,1,6,9,3,2,6,9,4,2,9,5,6,9,5,3,5,5,Judge,Law & Governance
9,10,9,10,6,9,12,9,7,9,1,1,9,9,3,4,9,5,4,3,8,2,Mechanical Engineer,Engineering & Technology
9,11,6,9,11,5,9,12,8,6,1,5,8,4,5,7,3,1,9,9,3,6,Nurse,Health Sciences
11,6,5,2,5,1,5,8,9,12,6,7,2,9,8,5,1,4,9,4,7,9,Actuary,Business & Finance
9,10,2,3,2,12,2,10,11,12,7,5,9,9,1,7,9,3,3,4,9,10,Data Scientist,ICT & Computing
6,10,1,10,10,1,8,1,6,8,12,7,10,1,9,9,9,5,7,8,7,10,Teacher,Education
8,10,10,12,4,2,10,12,12,5,6,9,4,8,9,5,8,6,4,5,2,5,Veterinary Officer,Agriculture & Environment
12,7,11,8,4,7,10,8,9,12,4,9,9,2,2,1,10,7,6,8,3,1,Hotel Manager,Hospitality & Tourism
9,12,2,5,8,12,12,6,2,10,8,6,9,9,3,5,9,3,7,5,8,2,Data Scientist,ICT & Computing
8,9,9,12,9,5,3,12,4,8,2,1,2,8,10,9,4,6,3,8,9,6,Film Producer,Creative Arts & Media
6,3,3,4,6,4,10,1,4,1,10,11,6,5,2,7,5,3,5,6,1,4,Automotive Technician,Skilled Trades & Technical
12,9,5,3,11,10,2,5,3,11,8,9,10,2,2,6,5,6,8,5,2,2,Welder,Skilled Trades & Technical
12,3,6,4,5,9,10,6,12,7,10,4,10,9,3,2,5,6,8,2,7,9,Financial Analyst,Business & Finance
6,12,3,8,1,4,1,7,9,2,11,12,3,3,9,9,3,1,10,5,9,5,Police Officer,Security & Defense
9,9,11,2,7,5,4,11,5,9,2,12,9,6,9,2,4,9,5,4,6,6,Lawyer,Law & Governance
10,8,10,10,8,9,2,10,8,9,7,7,9,9,1,4,9,2,10,10,9,2,Cybersecurity Analyst,ICT & Computing
1,3,2,10,2,8,10,12,9,7,7,6,10,6,6,9,9,1,7,4,9,2,Graphic Designer,Creative Arts & Media
10,9,7,5,5,9,5,8,11,6,10,6,2,9,2,2,6,7,3,6,8,9,Banker,Business & Finance
1,9,9,7,6,2,3,10,2,2,5,6,7,2,9,10,6,9,5,1,3,7,Public Administrator,Law & Governance
12,5,2,1,5,9,6,4,9,11,5,6,7,9,2,1,1,6,5,9,4,9,Banker,Business & Finance
3,7,5,8,6,2,6,5,4,12,4,3,2,1,3,7,9,4,1,2,10,5,Logistics Officer,Transport & Aviation
6,12,11,10,12,9,3,4,12,6,7,9,2,2,9,10,2,6,3,10,10,9,Education Officer,Education
7,4,9,10,11,11,1,7,11,11,9,12,8,4,2,8,8,9,9,9,6,3,Lab Technologist,Health Sciences
10,4,6,8,3,6,2,1,6,1,12,5,7,2,9,5,2,9,2,6,2,9,Military Officer,Security & Defense
1,4,2,11,7,8,4,9,9,6,7,11,4,3,6,9,10,6,6,5,3,2,Automotive Technician,Skilled Trades & Technical
5,8,9,2,9,10,2,3,5,7,2,1,4,4,5,6,5,1,4,5,2,1,Logistics Officer,Transport & Aviation
9,5,7,12,10,1,11,6,12,6,3,9,1,2,7,6,6,1,8,10,7,9,Veterinary Officer,Agriculture & Environment
11,4,12,4,9,5,11,10,6,1,8,9,1,6,1,9,5,9,6,5,9,7,Film Producer,Creative Arts & Media
8,8,10,10,6,7,7,5,4,5,7,12,1,9,9,5,1,4,1,1,4,10,Automotive Technician,Skilled Trades & Technical
6,9,9,8,8,7,8,7,6,2,7,9,5,9,10,1,5,10,9,5,4,4,Hotel Manager,Hospitality & Tourism
6,2,9,3,9,3,6,1,3,11,1,1,3,8,10,6,8,10,2,8,6,10,Welder,Skilled Trades & Technical
2,9,8,9,3,1,9,11,12,9,7,8,5,4,9,1,4,9,8,10,7,3,Public Administrator,Law & Governance
9,4,8,11,10,1,10,11,12,3,12,11,6,9,3,2,3,1,1,7,1,9,Financial Analyst,Business & Finance
1,2,9,1,10,5,3,9,5,1,9,8,8,3,10,2,4,1,4,3,4,3,Welder,Skilled Trades & Technical
12,12,3,6,10,11,7,10,10,4,7,4,10,5,9,2,9,9,8,6,3,1,Public Administrator,Law & Governance
4,11,3,9,11,9,2,11,8,3,8,5,5,6,9,3,1,9,9,2,3,9,Public Administrator,Law & Governance
10,4,6,4,7,10,4,8,5,2,6,7,5,10,9,10,2,9,9,8,1,3,Military Officer,Security & Defense
9,3,9,7,1,8,9,2,12,6,9,4,5,9,2,10,9,7,3,9,4,9,Financial Analyst,Business & Finance
10,7,9,1,10,12,6,2,11,6,4,7,2,5,9,7,4,6,9,2,8,10,Hotel Manager,Hospitality & Tourism
10,1,5,2,2,6,12,2,11,3,2,7,6,1,6,7,7,10,6,9,5,2,Automotive Technician,Skilled Trades & Technical
9,6,7,12,6,10,9,1,4,9,1,6,9,9,10,3,9,9,10,7,1,10,AI Engineer,ICT & Computing
11,11,3,11,9,9,3,7,10,7,3,12,8,7,1,5,6,1,9,10,3,5,Lab Technologist,Health Sciences
1,3,11,1,10,6,2,12,9,7,1,10,8,6,8,9,5,7,4,2,4,8,Logistics Officer,Transport & Aviation
9,8,2,12,8,9,8,9,2,9,10,8,9,9,7,7,9,9,1,2,8,9,Software Developer,ICT & Computing
3,3,5,3,2,3,9,1,3,11,11,6,7,6,4,1,6,10,10,8,5,10,Logistics Officer,Transport & Aviation
7,4,9,9,9,12,9,2,5,9,6,8,8,8,3,8,6,7,9,2,2,4,Doctor,Health Sciences
3,6,7,1,8,1,2,12,2,7,5,4,8,5,6,6,3,6,10,9,6,10,Electrician,Skilled Trades & Technical
1,11,9,1,11,10,9,12,10,1,7,4,7,4,9,6,4,5,6,9,4,7,Education Officer,Education
12,9,11,12,3,6,6,4,7,2,3,12,8,7,4,10,5,8,8,4,7,7,Automotive Technician,Skilled Trades & Technical
6,11,5,7,9,11,11,12,11,4,2,2,4,2,9,6,2,9,1,10,1,3,Public Administrator,Law & Governance
12,1,12,1,5,12,12,5,6,12,7,2,9,9,6,3,9,4,3,10,4,6,Mechanical Engineer,Engineering & Technology
10,2,7,6,12,12,11,10,10,1,1,4,1,5,3,8,9,2,1,8,8,1,Chef,Hospitality & Tourism
5,9,9,6,4,5,9,10,12,3,12,5,2,4,2,9,5,10,4,5,9,10,Film Producer,Creative Arts & Media
5,10,8,11,12,7,12,11,8,5,5,4,7,6,4,2,9,2,5,8,7,1,Military Officer,Security & Defense
1,10,9,12,9,12,3,5,8,4,12,6,8,7,6,9,4,5,9,4,4,5,Pharmacist,Health Sciences
12,12,10,9,4,11,12,11,9,11,12,11,9,9,2,2,9,7,10,6,3,8,Cybersecurity Analyst,ICT & Computing
4,9,6,9,1,5,8,1,3,1,4,1,1,9,9,2,1,9,2,3,1,5,Lecturer,Education
10,5,1,4,12,3,9,10,11,6,11,6,3,9,10,9,7,9,5,3,9,9,Accountant,Business & Finance
11,5,12,2,11,6,7,3,9,9,1,4,7,9,1,4,1,7,2,6,4,4,Police Officer,Security & Defense
10,11,3,11,12,11,1,4,3,11,2,10,9,9,3,9,9,4,5,10,1,2,Data Scientist,ICT & Computing
5,10,3,10,12,11,4,11,7,9,10,8,8,8,2,6,4,10,9,10,5,9,Lab Technologist,Health Sciences
1,7,5,9,5,9,6,12,9,7,8,9,10,4,10,4,10,3,5,6,9,1,Police Officer,Security & Defense
11,10,1,8,5,11,2,11,9,9,2,2,3,1,9,8,9,9,5,9,6,1,Lawyer,Law & Governance
11,10,2,9,10,10,6,7,8,3,2,5,8,7,8,9,8,1,9,1,1,8,Clinical Officer,Health Sciences
12,7,2,11,3,12,5,3,11,11,4,7,10,9,3,5,4,3,8,2,1,9,Accountant,Business & Finance
12,2,4,3,3,10,3,11,7,12,3,8,9,9,3,2,9,8,1,5,6,6,Software Developer,ICT & Computing
5,11,12,5,4,5,10,10,5,9,6,8,6,7,6,8,9,10,10,5,10,5,Marine Engineer,Transport & Aviation
8,12,6,5,12,11,10,5,12,1,12,6,7,2,9,8,8,8,6,5,4,7,Police Officer,Security & Defense
3,10,12,1,10,7,11,3,3,12,3,12,3,10,9,6,6,4,4,3,2,9,Lecturer,Education
12,9,5,12,9,8,3,7,2,4,4,10,8,5,6,2,7,5,9,7,7,10,Clinical Officer,Health Sciences
1,10,11,10,12,4,10,11,3,12,2,10,7,5,6,1,7,7,10,6,8,1,Forester,Agriculture & Environment
10,3,7,1,10,9,12,7,3,9,6,11,9,9,1,1,9,6,9,1,3,8,Data Scientist,ICT & Computing
8,8,11,11,5,3,11,8,8,2,5,12,4,4,7,7,9,4,3,8,10,6,Agronomist,Agriculture & Environment
3,1,12,9,3,3,7,7,7,2,12,7,3,8,2,7,6,8,6,6,1,7,Electrician,Skilled Trades & Technical
12,9,3,11,10,10,7,10,1,10,12,1,9,9,10,10,9,9,7,9,10,5,AI Engineer,ICT & Computing
9,10,8,2,4,4,5,10,1,6,2,3,10,2,2,4,7,2,2,8,2,1,Police Officer,Security & Defense
12,10,8,8,5,10,1,8,8,10,5,9,9,9,7,4,9,6,8,9,1,6,Software Developer,ICT & Computing
9,8,8,5,1,5,4,2,6,8,5,11,9,3,6,9,1,5,1,8,2,3,Hotel Manager,Hospitality & Tourism
5,9,10,6,1,9,3,9,6,8,4,12,5,4,9,4,2,9,7,9,5,7,Teacher,Education
1,11,5,12,9,8,10,11,12,8,1,12,2,7,3,5,7,7,6,5,10,1,Forester,Agriculture & Environment
12,2,11,6,12,11,9,3,6,11,7,2,4,7,8,9,10,6,7,4,9,5,Graphic Designer,Creative Arts & Media
2,6,4,4,1,12,3,11,11,10,1,3,4,6,9,9,8,2,6,1,9,3,Film Producer,Creative Arts & Media
12,4,9,4,12,11,11,11,2,9,9,12,9,9,8,4,9,10,9,5,7,2,Civil Engineer,Engineering & Technology
9,9,3,4,6,12,4,9,2,4,7,8,8,6,9,1,6,9,10,3,5,3,Public Administrator,Law & Governance
8,1,4,12,9,10,4,2,10,6,5,11,9,6,6,10,3,1,5,4,10,7,Military Officer,Security & Defense
6,3,9,11,12,2,7,10,5,2,5,7,8,4,10,6,10,4,9,1,2,6,Doctor,Health Sciences
12,5,6,9,2,10,6,2,11,10,1,6,9,9,4,4,9,6,1,2,7,8,Mechanical Engineer,Engineering & Technology
7,2,6,9,5,12,4,11,9,6,4,3,1,7,9,10,5,2,1,5,6,3,Welder,Skilled Trades & Technical
3,9,2,10,9,2,4,8,12,6,7,2,8,4,6,4,8,8,9,1,10,2,Clinical Officer,Health Sciences
6,3,12,7,1,12,1,9,4,6,11,11,6,7,5,8,6,2,10,1,6,4,Military Officer,Security & Defense
8,1,3,12,4,7,8,5,2,10,6,9,9,7,5,9,6,8,3,9,9,10,Graphic Designer,Creative Arts & Media
8,5,6,3,6,2,12,8,11,11,1,12,9,1,6,8,1,1,1,6,10,10,Marine Engineer,Transport & Aviation
4,10,6,3,3,2,10,10,3,10,1,10,6,7,9,1,7,9,6,1,10,3,Lawyer,Law & Governance
1,9,10,2,4,6,12,4,7,10,3,5,1,4,10,10,7,9,5,8,3,6,Hotel Manager,Hospitality & Tourism
11,12,8,8,3,1,8,4,3,1,2,5,7,7,9,2,4,9,4,7,5,4,Education Officer,Education
8,12,11,6,4,1,7,12,10,7,2,2,5,5,9,4,6,9,3,2,5,5,Judge,Law & Governance
10,9,4,6,10,10,1,11,1,10,7,9,9,9,1,5,9,1,9,10,6,4,AI Engineer,ICT & Computing
10,1,5,2,1,11,11,4,6,9,3,10,9,9,1,8,9,6,7,1,3,9,AI Engineer,ICT & Computing
1,9,11,3,8,8,7,1,10,2,2,5,3,7,7,3,1,8,4,2,7,1,Military Officer,Security & Defense
10,12,11,1,12,5,8,9,2,3,2,12,10,3,9,4,5,9,2,6,1,1,Public Administrator,Law & Governance
7,10,1,11,6,6,9,9,12,8,8,12,9,9,2,10,10,1,2,5,2,8,Forester,Agriculture & Environment
10,9,5,6,2,11,10,7,8,11,5,5,9,9,7,5,9,8,5,8,6,5,Cybersecurity Analyst,ICT & Computing
2,2,3,5,11,10,2,7,4,7,8,7,4,9,3,9,4,7,3,2,9,1,Film Producer,Creative Arts & Media
10,4,8,5,9,12,10,7,10,10,2,1,9,9,2,5,9,9,2,2,6,6,Electrical Engineer,Engineering & Technology
1,11,9,3,2,5,12,10,3,7,12,10,2,5,9,4,3,4,3,4,9,9,Teacher,Education
5,5,10,1,8,6,8,3,11,4,4,5,6,10,5,2,3,2,10,5,4,7,Police Officer,Security & Defense
3,11,9,9,11,5,5,12,12,2,2,10,1,2,9,6,7,9,5,5,5,2,Public Administrator,Law & Governance
9,10,8,8,8,11,7,5,2,2,6,10,4,1,4,6,7,4,3,3,4,7,Pilot,Transport & Aviation
12,10,12,11,1,4,2,7,7,12,4,4,10,4,3,7,4,6,5,1,9,3,Marine Engineer,Transport & Aviation
10,3,3,2,9,1,3,7,9,3,1,4,7,9,7,1,10,10,4,5,4,9,Economist,Business & Finance
2,1,12,11,7,5,11,9,6,5,3,9,9,1,10,2,2,10,7,10,7,9,Environmental Scientist,Agriculture & Environment
11,1,8,11,2,11,12,5,4,11,3,9,9,9,7,5,9,6,7,5,6,3,Civil Engineer,Engineering & Technology
11,9,11,4,6,6,10,1,7,11,8,9,3,8,9,4,9,3,9,7,9,6,Lecturer,Education
6,4,7,11,10,2,9,12,11,12,12,7,8,4,6,3,2,8,9,7,8,2,Doctor,Health Sciences
10,1,8,11,9,11,3,4,1,2,6,1,6,6,10,3,8,4,7,9,8,5,Logistics Officer,Transport & Aviation
3,10,6,10,4,10,3,9,12,5,9,4,3,7,8,4,7,7,2,4,4,5,Police Officer,Security & Defense
8,12,1,4,10,6,12,12,7,10,12,11,5,8,10,10,2,9,8,2,3,5,Police Officer,Security & Defense
11,2,8,9,1,11,8,4,7,9,8,3,9,9,5,10,9,7,5,7,6,10,AI Engineer,ICT & Computing
2,9,1,1,6,11,2,1,9,1,5,5,2,6,2,10,6,4,1,1,8,7,Automotive Technician,Skilled Trades & Technical
3,11,3,8,6,8,8,9,8,4,8,5,7,8,9,2,1,9,10,3,4,10,Judge,Law & Governance
10,11,10,12,1,12,8,2,5,9,1,1,9,9,5,1,9,8,2,6,8,6,Mechanical Engineer,Engineering & Technology
6,3,10,12,12,2,9,1,9,3,9,2,8,7,10,9,4,3,9,5,5,2,Lab Technologist,Health Sciences
9,1,3,12,4,3,1,2,4,9,10,8,7,10,5,9,1,5,8,3,9,8,Film Producer,Creative Arts & Media
9,9,6,2,6,1,10,1,9,12,2,9,5,9,5,8,1,10,7,4,6,9,Economist,Business & Finance
